Entity,Code,Day,Total confirmed cases of COVID-19,Total confirmed cases of COVID-19 (WHO),Total confirmed cases of COVID-19,738545-annotations
Afghanistan,AFG,2020-02-24,5,,,
Afghanistan,AFG,2020-02-25,5,1,1,
Afghanistan,AFG,2020-02-26,5,1,1,
Afghanistan,AFG,2020-02-27,5,1,1,
Afghanistan,AFG,2020-02-28,5,1,1,
Afghanistan,AFG,2020-02-29,5,1,1,
Afghanistan,AFG,2020-03-01,5,1,1,
Afghanistan,AFG,2020-03-02,5,1,1,
Afghanistan,AFG,2020-03-03,5,1,,
Afghanistan,AFG,2020-03-04,5,1,,
Afghanistan,AFG,2020-03-05,5,1,,
Afghanistan,AFG,2020-03-06,5,1,,
Afghanistan,AFG,2020-03-07,8,1,,
Afghanistan,AFG,2020-03-08,8,4,4,
Afghanistan,AFG,2020-03-09,8,4,,
Afghanistan,AFG,2020-03-10,8,4,,
Afghanistan,AFG,2020-03-11,11,4,7,
Afghanistan,AFG,2020-03-12,11,7,,
Afghanistan,AFG,2020-03-13,11,7,,
Afghanistan,AFG,2020-03-14,14,7,,
Afghanistan,AFG,2020-03-15,20,10,10,
Afghanistan,AFG,2020-03-16,25,16,16,
Afghanistan,AFG,2020-03-17,26,21,21,
Africa,,2020-02-14,1,,,
Africa,,2020-02-15,1,,1,
Africa,,2020-02-16,1,,1,
Africa,,2020-02-17,1,,1,
Africa,,2020-02-18,1,,1,
Africa,,2020-02-19,1,,1,
Africa,,2020-02-20,1,,1,
Africa,,2020-02-21,1,,1,
Africa,,2020-02-22,1,,1,
Africa,,2020-02-23,1,,1,
Africa,,2020-02-24,1,,1,
Africa,,2020-02-25,2,,1,
Africa,,2020-02-26,2,,2,
Africa,,2020-02-27,2,,2,
Africa,,2020-02-28,3,,3,
Africa,,2020-02-29,3,,3,
Africa,,2020-03-01,4,,5,
Africa,,2020-03-02,8,,6,
Africa,,2020-03-03,11,,9,
Africa,,2020-03-04,21,,11,
Africa,,2020-03-05,24,,20,
Africa,,2020-03-06,43,,29,
Africa,,2020-03-07,43,,43,
Africa,,2020-03-08,83,,44,
Africa,,2020-03-09,91,,83,
Africa,,2020-03-10,104,,95,
Africa,,2020-03-11,118,,105,
Africa,,2020-03-12,134,,118,
Africa,,2020-03-13,176,,159,
Africa,,2020-03-14,252,,202,
Africa,,2020-03-15,317,,239,
Africa,,2020-03-16,404,,324,
Africa,,2020-03-17,492,,402,
Albania,ALB,2020-03-09,2,2,2,
Albania,ALB,2020-03-10,10,2,6,
Albania,ALB,2020-03-11,12,10,10,
Albania,ALB,2020-03-12,23,10,11,
Albania,ALB,2020-03-13,33,23,23,
Albania,ALB,2020-03-14,38,33,33,
Albania,ALB,2020-03-15,42,38,38,
Albania,ALB,2020-03-16,51,42,42,
Albania,ALB,2020-03-17,55,51,51,
Algeria,DZA,2020-02-25,1,,,
Algeria,DZA,2020-02-26,1,1,1,
Algeria,DZA,2020-02-27,1,1,1,
Algeria,DZA,2020-02-28,1,1,1,
Algeria,DZA,2020-02-29,1,1,1,
Algeria,DZA,2020-03-01,1,1,3,
Algeria,DZA,2020-03-02,3,1,3,
Algeria,DZA,2020-03-03,5,5,,
Algeria,DZA,2020-03-04,12,5,5,
Algeria,DZA,2020-03-05,12,12,12,
Algeria,DZA,2020-03-06,17,12,17,
Algeria,DZA,2020-03-07,17,17,,
Algeria,DZA,2020-03-08,19,17,,
Algeria,DZA,2020-03-09,20,20,20,
Algeria,DZA,2020-03-10,20,20,,
Algeria,DZA,2020-03-11,20,20,,
Algeria,DZA,2020-03-12,24,25,20,
Algeria,DZA,2020-03-13,26,25,25,
Algeria,DZA,2020-03-14,37,26,26,
Algeria,DZA,2020-03-15,48,37,37,
Algeria,DZA,2020-03-16,54,49,48,
Algeria,DZA,2020-03-17,60,60,58,
Andorra,AND,2020-03-02,1,,,
Andorra,AND,2020-03-03,1,1,1,
Andorra,AND,2020-03-04,1,1,,
Andorra,AND,2020-03-05,1,1,,
Andorra,AND,2020-03-06,1,1,,
Andorra,AND,2020-03-07,1,1,,
Andorra,AND,2020-03-08,1,1,,
Andorra,AND,2020-03-09,1,1,,
Andorra,AND,2020-03-10,1,1,,
Andorra,AND,2020-03-11,1,1,,
Andorra,AND,2020-03-12,1,1,,
Andorra,AND,2020-03-13,1,1,,
Andorra,AND,2020-03-14,1,2,2,
Andorra,AND,2020-03-15,1,2,,
Andorra,AND,2020-03-16,2,2,5,
Andorra,AND,2020-03-17,39,14,14,
Antigua and Barbuda,ATG,2020-03-13,1,,,
Antigua and Barbuda,ATG,2020-03-14,1,1,,
Antigua and Barbuda,ATG,2020-03-15,1,1,1,
Antigua and Barbuda,ATG,2020-03-16,1,1,,
Antigua and Barbuda,ATG,2020-03-17,1,1,,
Argentina,ARG,2020-03-03,1,,,
Argentina,ARG,2020-03-04,1,1,1,
Argentina,ARG,2020-03-05,1,1,,
Argentina,ARG,2020-03-06,2,1,2,
Argentina,ARG,2020-03-07,8,2,8,
Argentina,ARG,2020-03-08,12,9,9,
Argentina,ARG,2020-03-09,12,12,12,
Argentina,ARG,2020-03-10,17,12,,
Argentina,ARG,2020-03-11,19,17,19,
Argentina,ARG,2020-03-12,19,19,,
Argentina,ARG,2020-03-13,31,31,31,
Argentina,ARG,2020-03-14,34,34,34,
Argentina,ARG,2020-03-15,45,45,45,
Argentina,ARG,2020-03-16,56,56,56,
Argentina,ARG,2020-03-17,68,65,65,
Armenia,ARM,2020-03-01,1,,1,
Armenia,ARM,2020-03-02,1,1,1,
Armenia,ARM,2020-03-03,1,1,,
Armenia,ARM,2020-03-04,1,1,,
Armenia,ARM,2020-03-05,1,1,,
Armenia,ARM,2020-03-06,1,1,,
Armenia,ARM,2020-03-07,1,1,,
Armenia,ARM,2020-03-08,1,1,,
Armenia,ARM,2020-03-09,1,1,,
Armenia,ARM,2020-03-10,1,1,,
Armenia,ARM,2020-03-11,1,1,,
Armenia,ARM,2020-03-12,4,1,4,
Armenia,ARM,2020-03-13,8,1,6,
Armenia,ARM,2020-03-14,18,8,13,
Armenia,ARM,2020-03-15,26,8,20,
Armenia,ARM,2020-03-16,52,26,28,
Armenia,ARM,2020-03-17,78,52,45,
Aruba,ABW,2020-03-13,2,,2,
Aruba,ABW,2020-03-14,2,,,
Aruba,ABW,2020-03-15,2,,,
Aruba,ABW,2020-03-16,2,,,
Aruba,ABW,2020-03-17,3,2,,
Asia,,2020-01-22,556,,533,
Asia,,2020-01-23,654,,630,
Asia,,2020-01-24,937,,896,
Asia,,2020-01-25,1429,,1344,
Asia,,2020-01-26,2105,,2013,
Asia,,2020-01-27,2912,,2807,
Asia,,2020-01-28,5558,,4572,
Asia,,2020-01-29,6143,,6047,
Asia,,2020-01-30,8208,,7799,
Asia,,2020-01-31,9889,,9793,
Asia,,2020-02-01,11991,,11903,
Asia,,2020-02-02,16738,,14507,
Asia,,2020-02-03,19827,,17321,
Asia,,2020-02-04,23836,,20561,
Asia,,2020-02-05,27579,,24456,
Asia,,2020-02-06,30739,,28195,
Asia,,2020-02-07,34267,,31367,
Asia,,2020-02-08,36989,,34800,
Asia,,2020-02-09,40014,,37418,
Asia,,2020-02-10,42551,,40399,
Asia,,2020-02-11,44589,,42894,
Asia,,2020-02-12,44966,,44925,
Asia,,2020-02-13,60116,,60074,
Asia,,2020-02-14,66599,,64240,
Asia,,2020-02-15,68674,,66798,
Asia,,2020-02-16,70787,,68826,
Asia,,2020-02-17,72721,,70892,
Asia,,2020-02-18,74515,,72788,
Asia,,2020-02-19,74935,,74564,
Asia,,2020-02-20,75480,,75017,
Asia,,2020-02-21,76088,,75996,
Asia,,2020-02-22,77807,,77044,
Asia,,2020-02-23,78030,,77989,
Asia,,2020-02-24,78521,,78402,
Asia,,2020-02-25,79264,,79077,
Asia,,2020-02-26,80063,,79833,
Asia,,2020-02-27,81155,,80819,
Asia,,2020-02-28,82236,,81739,
Asia,,2020-02-29,83728,,83266,
Asia,,2020-03-01,85321,,84669,
Asia,,2020-03-02,86704,,85997,
Asia,,2020-03-03,88571,,87270,
Asia,,2020-03-04,89799,,88784,
Asia,,2020-03-05,91090,,90037,
Asia,,2020-03-06,93121,,91394,
Asia,,2020-03-07,94880,,93356,
Asia,,2020-03-08,96081,,94981,
Asia,,2020-03-09,96987,,96146,
Asia,,2020-03-10,98175,,97061,
Asia,,2020-03-11,99896,,98406,
Asia,,2020-03-12,101265,,100036,
Asia,,2020-03-13,103074,,101409,
Asia,,2020-03-14,104983,,103234,
Asia,,2020-03-15,106931,,105038,
Asia,,2020-03-16,108644,,106990,
Asia,,2020-03-17,110649,,108796,
Asia excl. China,,2020-01-22,9,,7,
Asia excl. China,,2020-01-23,15,,7,
Asia excl. China,,2020-01-24,21,,14,
Asia excl. China,,2020-01-25,30,,21,
Asia excl. China,,2020-01-26,43,,25,
Asia excl. China,,2020-01-27,49,,32,
Asia excl. China,,2020-01-28,64,,44,
Asia excl. China,,2020-01-29,73,,53,
Asia excl. China,,2020-01-30,84,,65,
Asia excl. China,,2020-01-31,106,,79,
Asia excl. China,,2020-02-01,120,,94,
Asia excl. China,,2020-02-02,131,,108,
Asia excl. China,,2020-02-03,134,,110,
Asia excl. China,,2020-02-04,156,,113,
Asia excl. China,,2020-02-05,170,,136,
Asia excl. China,,2020-02-06,186,,148,
Asia excl. China,,2020-02-07,192,,160,
Asia excl. China,,2020-02-08,211,,175,
Asia excl. China,,2020-02-09,224,,186,
Asia excl. China,,2020-02-10,245,,193,
Asia excl. China,,2020-02-11,262,,198,
Asia excl. China,,2020-02-12,267,,201,
Asia excl. China,,2020-02-13,284,,209,
Asia excl. China,,2020-02-14,307,,219,
Asia excl. China,,2020-02-15,327,,239,
Asia excl. China,,2020-02-16,341,,260,
Asia excl. China,,2020-02-17,357,,274,
Asia excl. China,,2020-02-18,376,,280,
Asia excl. China,,2020-02-19,389,,306,
Asia excl. China,,2020-02-20,481,,365,
Asia excl. China,,2020-02-21,616,,453,
Asia excl. China,,2020-02-22,885,,675,
Asia excl. China,,2020-02-23,1092,,973,
Asia excl. China,,2020-02-24,1369,,1168,
Asia excl. China,,2020-02-25,1604,,1328,
Asia excl. China,,2020-02-26,1998,,1674,
Asia excl. China,,2020-02-27,2657,,2221,
Asia excl. China,,2020-02-28,3412,,2812,
Asia excl. China,,2020-02-29,4477,,3911,
Asia excl. China,,2020-03-01,5495,,4740,
Asia excl. China,,2020-03-02,6678,,5863,
Asia excl. China,,2020-03-03,8420,,7009,
Asia excl. China,,2020-03-04,9528,,8404,
Asia excl. China,,2020-03-05,10668,,9540,
Asia excl. China,,2020-03-06,12548,,10727,
Asia excl. China,,2020-03-07,14228,,12588,
Asia excl. China,,2020-03-08,15382,,14167,
Asia excl. China,,2020-03-09,16252,,15287,
Asia excl. China,,2020-03-10,17418,,16182,
Asia excl. China,,2020-03-11,19111,,17498,
Asia excl. China,,2020-03-12,20472,,19104,
Asia excl. China,,2020-03-13,22273,,20455,
Asia excl. China,,2020-03-14,24156,,22261,
Asia excl. China,,2020-03-15,26083,,24043,
Asia excl. China,,2020-03-16,27777,,25970,
Asia excl. China,,2020-03-17,29765,,27733,
Australia,AUS,2020-01-25,,3,1,
Australia,AUS,2020-01-26,4,4,4,
Australia,AUS,2020-01-27,5,4,4,
Australia,AUS,2020-01-28,5,5,4,
Australia,AUS,2020-01-29,6,7,4,
Australia,AUS,2020-01-30,9,7,6,
Australia,AUS,2020-01-31,9,9,7,
Australia,AUS,2020-02-01,12,12,9,
Australia,AUS,2020-02-02,12,12,11,
Australia,AUS,2020-02-03,12,12,11,
Australia,AUS,2020-02-04,13,12,11,
Australia,AUS,2020-02-05,13,13,12,
Australia,AUS,2020-02-06,14,14,13,
Australia,AUS,2020-02-07,15,15,14,
Australia,AUS,2020-02-08,15,15,14,
Australia,AUS,2020-02-09,15,15,14,
Australia,AUS,2020-02-10,15,15,14,
Australia,AUS,2020-02-11,15,15,14,
Australia,AUS,2020-02-12,15,15,14,
Australia,AUS,2020-02-13,15,15,14,
Australia,AUS,2020-02-14,15,15,15,
Australia,AUS,2020-02-15,15,15,15,
Australia,AUS,2020-02-16,15,15,15,
Australia,AUS,2020-02-17,15,15,15,
Australia,AUS,2020-02-18,15,15,15,
Australia,AUS,2020-02-19,15,15,15,
Australia,AUS,2020-02-20,15,15,15,
Australia,AUS,2020-02-21,15,17,17,
Australia,AUS,2020-02-22,15,21,21,
Australia,AUS,2020-02-23,15,22,22,
Australia,AUS,2020-02-24,15,22,22,
Australia,AUS,2020-02-25,15,22,22,
Australia,AUS,2020-02-26,15,23,22,
Australia,AUS,2020-02-27,15,23,23,
Australia,AUS,2020-02-28,15,23,23,
Australia,AUS,2020-02-29,25,24,25,
Australia,AUS,2020-03-01,27,25,26,
Australia,AUS,2020-03-02,30,27,29,
Australia,AUS,2020-03-03,39,33,33,
Australia,AUS,2020-03-04,52,43,41,
Australia,AUS,2020-03-05,55,57,52,
Australia,AUS,2020-03-06,60,57,59,
Australia,AUS,2020-03-07,63,62,63,
Australia,AUS,2020-03-08,76,74,74,
Australia,AUS,2020-03-09,91,77,80,
Australia,AUS,2020-03-10,107,92,100,
Australia,AUS,2020-03-11,128,112,112,
Australia,AUS,2020-03-12,128,122,126,
Australia,AUS,2020-03-13,200,140,156,
Australia,AUS,2020-03-14,250,197,197,
Australia,AUS,2020-03-15,297,249,249,
Australia,AUS,2020-03-16,377,298,298,
Australia,AUS,2020-03-17,452,375,375,
Austria,AUT,2020-02-25,2,,,
Austria,AUT,2020-02-26,1,2,2,
Austria,AUT,2020-02-27,1,2,2,
Austria,AUT,2020-02-28,1,4,5,
Austria,AUT,2020-02-29,3,5,7,
Austria,AUT,2020-03-01,7,10,10,
Austria,AUT,2020-03-02,8,10,14,
Austria,AUT,2020-03-03,12,18,18,
Austria,AUT,2020-03-04,17,24,24,
Austria,AUT,2020-03-05,23,37,29,
Austria,AUT,2020-03-06,37,47,41,
Austria,AUT,2020-03-07,46,66,74,
Austria,AUT,2020-03-08,75,104,99,
Austria,AUT,2020-03-09,98,112,102,
Austria,AUT,2020-03-10,126,131,131,
Austria,AUT,2020-03-11,148,182,182,
Austria,AUT,2020-03-12,203,302,246,
Austria,AUT,2020-03-13,312,361,361,
Austria,AUT,2020-03-14,409,504,504,
Austria,AUT,2020-03-15,591,800,655,
Austria,AUT,2020-03-16,801,959,860,
Austria,AUT,2020-03-17,999,1132,1016,
Azerbaijan,AZE,2020-02-29,,,1,
Azerbaijan,AZE,2020-03-01,3,3,1,
Azerbaijan,AZE,2020-03-02,3,3,3,
Azerbaijan,AZE,2020-03-03,3,3,,
Azerbaijan,AZE,2020-03-04,3,3,,
Azerbaijan,AZE,2020-03-05,6,3,,
Azerbaijan,AZE,2020-03-06,6,3,6,
Azerbaijan,AZE,2020-03-07,9,9,9,
Azerbaijan,AZE,2020-03-08,9,9,,
Azerbaijan,AZE,2020-03-09,9,9,,
Azerbaijan,AZE,2020-03-10,11,9,,
Azerbaijan,AZE,2020-03-11,11,9,11,
Azerbaijan,AZE,2020-03-12,11,9,13,
Azerbaijan,AZE,2020-03-13,15,11,13,
Azerbaijan,AZE,2020-03-14,15,11,,
Azerbaijan,AZE,2020-03-15,23,19,19,
Azerbaijan,AZE,2020-03-16,28,19,19,
Azerbaijan,AZE,2020-03-17,28,19,19,
Bahamas,BHS,2020-03-16,1,,1,
Bahamas,BHS,2020-03-17,1,1,1,
Bahrain,BHR,2020-02-24,1,,1,
Bahrain,BHR,2020-02-25,23,8,2,
Bahrain,BHR,2020-02-26,33,26,23,
Bahrain,BHR,2020-02-27,33,33,33,
Bahrain,BHR,2020-02-28,36,33,33,
Bahrain,BHR,2020-02-29,41,38,38,
Bahrain,BHR,2020-03-01,47,40,41,
Bahrain,BHR,2020-03-02,49,47,47,
Bahrain,BHR,2020-03-03,49,49,,
Bahrain,BHR,2020-03-04,52,49,49,
Bahrain,BHR,2020-03-05,55,49,52,
Bahrain,BHR,2020-03-06,60,49,52,
Bahrain,BHR,2020-03-07,85,49,56,
Bahrain,BHR,2020-03-08,85,56,63,
Bahrain,BHR,2020-03-09,95,79,79,
Bahrain,BHR,2020-03-10,110,109,109,
Bahrain,BHR,2020-03-11,195,110,110,
Bahrain,BHR,2020-03-12,195,189,162,
Bahrain,BHR,2020-03-13,195,195,162,
Bahrain,BHR,2020-03-14,210,210,210,
Bahrain,BHR,2020-03-15,214,211,211,
Bahrain,BHR,2020-03-16,214,221,214,
Bahrain,BHR,2020-03-17,228,229,221,
Bangladesh,BGD,2020-03-08,3,,,
Bangladesh,BGD,2020-03-09,3,3,3,
Bangladesh,BGD,2020-03-10,3,3,,
Bangladesh,BGD,2020-03-11,3,3,,
Bangladesh,BGD,2020-03-12,3,3,,
Bangladesh,BGD,2020-03-13,3,3,,
Bangladesh,BGD,2020-03-14,3,3,,
Bangladesh,BGD,2020-03-15,5,3,3,
Bangladesh,BGD,2020-03-16,8,5,,
Bangladesh,BGD,2020-03-17,10,8,5,
Barbados,BRB,2020-03-17,2,,,
Belarus,BLR,2020-02-28,1,1,1,
Belarus,BLR,2020-02-29,1,1,1,
Belarus,BLR,2020-03-01,1,1,1,
Belarus,BLR,2020-03-02,1,1,1,
Belarus,BLR,2020-03-03,1,1,,
Belarus,BLR,2020-03-04,6,1,4,
Belarus,BLR,2020-03-05,6,6,6,
Belarus,BLR,2020-03-06,6,6,,
Belarus,BLR,2020-03-07,6,6,,
Belarus,BLR,2020-03-08,6,6,,
Belarus,BLR,2020-03-09,6,6,,
Belarus,BLR,2020-03-10,9,6,,
Belarus,BLR,2020-03-11,9,9,9,
Belarus,BLR,2020-03-12,12,12,12,
Belarus,BLR,2020-03-13,27,12,21,
Belarus,BLR,2020-03-14,27,21,,
Belarus,BLR,2020-03-15,27,21,,
Belarus,BLR,2020-03-16,36,36,27,
Belarus,BLR,2020-03-17,36,36,36,
Belgium,BEL,2020-02-04,1,,1,
Belgium,BEL,2020-02-05,1,1,1,
Belgium,BEL,2020-02-06,1,1,1,
Belgium,BEL,2020-02-07,1,1,1,
Belgium,BEL,2020-02-08,1,1,1,
Belgium,BEL,2020-02-09,1,1,1,
Belgium,BEL,2020-02-10,1,1,1,
Belgium,BEL,2020-02-11,1,1,1,
Belgium,BEL,2020-02-12,1,1,1,
Belgium,BEL,2020-02-13,1,1,1,
Belgium,BEL,2020-02-14,1,1,1,
Belgium,BEL,2020-02-15,1,1,1,
Belgium,BEL,2020-02-16,1,1,1,
Belgium,BEL,2020-02-17,1,1,1,
Belgium,BEL,2020-02-18,1,1,1,
Belgium,BEL,2020-02-19,1,1,1,
Belgium,BEL,2020-02-20,1,1,1,
Belgium,BEL,2020-02-21,1,1,1,
Belgium,BEL,2020-02-22,1,1,1,
Belgium,BEL,2020-02-23,1,1,1,
Belgium,BEL,2020-02-24,1,1,1,
Belgium,BEL,2020-02-25,1,1,1,
Belgium,BEL,2020-02-26,1,1,1,
Belgium,BEL,2020-02-27,1,1,1,
Belgium,BEL,2020-02-28,1,1,1,
Belgium,BEL,2020-02-29,1,1,1,
Belgium,BEL,2020-03-01,2,1,19,
Belgium,BEL,2020-03-02,8,1,19,
Belgium,BEL,2020-03-03,13,8,38,
Belgium,BEL,2020-03-04,23,8,72,
Belgium,BEL,2020-03-05,50,23,125,
Belgium,BEL,2020-03-06,109,50,206,
Belgium,BEL,2020-03-07,169,109,316,
Belgium,BEL,2020-03-08,200,169,343,
Belgium,BEL,2020-03-09,239,200,407,
Belgium,BEL,2020-03-10,267,239,501,
Belgium,BEL,2020-03-11,314,267,600,
Belgium,BEL,2020-03-12,314,314,774,
Belgium,BEL,2020-03-13,559,314,1024,
Belgium,BEL,2020-03-14,689,599,1362,
Belgium,BEL,2020-03-15,886,689,1541,
Belgium,BEL,2020-03-16,1058,1085,1755,
Belgium,BEL,2020-03-17,1243,1085,2142,
Benin,BEN,2020-03-16,1,,,
Benin,BEN,2020-03-17,1,1,1,
Bhutan,BTN,2020-03-06,1,1,1,
Bhutan,BTN,2020-03-07,1,1,,
Bhutan,BTN,2020-03-08,1,1,,
Bhutan,BTN,2020-03-09,1,1,,
Bhutan,BTN,2020-03-10,1,1,,
Bhutan,BTN,2020-03-11,1,1,,
Bhutan,BTN,2020-03-12,1,1,,
Bhutan,BTN,2020-03-13,1,1,1,
Bhutan,BTN,2020-03-14,1,1,,
Bhutan,BTN,2020-03-15,1,1,1,
Bhutan,BTN,2020-03-16,1,1,,
Bhutan,BTN,2020-03-17,1,1,1,
Bolivia,BOL,2020-03-11,2,2,,
Bolivia,BOL,2020-03-12,2,2,2,
Bolivia,BOL,2020-03-13,3,3,3,
Bolivia,BOL,2020-03-14,10,3,10,
Bolivia,BOL,2020-03-15,10,3,10,
Bolivia,BOL,2020-03-16,11,11,,
Bolivia,BOL,2020-03-17,11,11,11,
Bosnia and Herzegovina,BIH,2020-03-05,2,2,,
Bosnia and Herzegovina,BIH,2020-03-06,2,2,2,
Bosnia and Herzegovina,BIH,2020-03-07,3,2,,
Bosnia and Herzegovina,BIH,2020-03-08,3,2,,
Bosnia and Herzegovina,BIH,2020-03-09,3,2,,
Bosnia and Herzegovina,BIH,2020-03-10,5,2,,
Bosnia and Herzegovina,BIH,2020-03-11,7,4,,
Bosnia and Herzegovina,BIH,2020-03-12,11,4,3,
Bosnia and Herzegovina,BIH,2020-03-13,13,4,3,
Bosnia and Herzegovina,BIH,2020-03-14,18,11,,
Bosnia and Herzegovina,BIH,2020-03-15,24,18,,
Bosnia and Herzegovina,BIH,2020-03-16,25,18,18,
Bosnia and Herzegovina,BIH,2020-03-17,26,19,21,
Brazil,BRA,2020-02-26,1,,1,
Brazil,BRA,2020-02-27,1,1,1,
Brazil,BRA,2020-02-28,1,1,1,
Brazil,BRA,2020-02-29,2,1,1,
Brazil,BRA,2020-03-01,2,2,2,
Brazil,BRA,2020-03-02,2,2,2,
Brazil,BRA,2020-03-03,2,2,2,
Brazil,BRA,2020-03-04,4,2,2,
Brazil,BRA,2020-03-05,4,3,3,
Brazil,BRA,2020-03-06,13,7,8,
Brazil,BRA,2020-03-07,13,13,13,
Brazil,BRA,2020-03-08,20,19,13,
Brazil,BRA,2020-03-09,25,25,25,
Brazil,BRA,2020-03-10,31,25,25,
Brazil,BRA,2020-03-11,38,34,34,
Brazil,BRA,2020-03-12,52,52,52,
Brazil,BRA,2020-03-13,151,77,77,
Brazil,BRA,2020-03-14,151,98,98,
Brazil,BRA,2020-03-15,162,121,121,
Brazil,BRA,2020-03-16,200,200,200,
Brazil,BRA,2020-03-17,321,234,234,
Brunei,BRN,2020-03-09,1,,,
Brunei,BRN,2020-03-10,1,1,1,
Brunei,BRN,2020-03-11,11,1,,
Brunei,BRN,2020-03-12,11,12,11,
Brunei,BRN,2020-03-13,37,12,25,
Brunei,BRN,2020-03-14,40,25,37,
Brunei,BRN,2020-03-15,50,40,40,
Brunei,BRN,2020-03-16,54,50,50,
Brunei,BRN,2020-03-17,56,50,54,
Bulgaria,BGR,2020-03-08,4,2,2,
Bulgaria,BGR,2020-03-09,4,4,4,
Bulgaria,BGR,2020-03-10,4,4,,
Bulgaria,BGR,2020-03-11,7,6,,
Bulgaria,BGR,2020-03-12,7,7,7,
Bulgaria,BGR,2020-03-13,23,7,23,
Bulgaria,BGR,2020-03-14,41,7,31,
Bulgaria,BGR,2020-03-15,51,43,41,
Bulgaria,BGR,2020-03-16,52,51,51,
Bulgaria,BGR,2020-03-17,67,67,62,
Burkina Faso,BFA,2020-03-10,1,,,
Burkina Faso,BFA,2020-03-11,2,2,2,
Burkina Faso,BFA,2020-03-12,2,2,2,
Burkina Faso,BFA,2020-03-13,2,2,,
Burkina Faso,BFA,2020-03-14,2,2,,
Burkina Faso,BFA,2020-03-15,3,3,3,
Burkina Faso,BFA,2020-03-16,15,3,3,
Burkina Faso,BFA,2020-03-17,15,15,20,
Cambodia,KHM,2020-01-27,1,,,
Cambodia,KHM,2020-01-28,1,1,1,
Cambodia,KHM,2020-01-29,1,1,1,
Cambodia,KHM,2020-01-30,1,1,1,
Cambodia,KHM,2020-01-31,1,1,1,
Cambodia,KHM,2020-02-01,1,1,1,
Cambodia,KHM,2020-02-02,1,1,1,
Cambodia,KHM,2020-02-03,1,1,1,
Cambodia,KHM,2020-02-04,1,1,1,
Cambodia,KHM,2020-02-05,1,1,1,
Cambodia,KHM,2020-02-06,1,1,1,
Cambodia,KHM,2020-02-07,1,1,1,
Cambodia,KHM,2020-02-08,1,1,1,
Cambodia,KHM,2020-02-09,1,1,1,
Cambodia,KHM,2020-02-10,1,1,1,
Cambodia,KHM,2020-02-11,1,1,1,
Cambodia,KHM,2020-02-12,1,1,1,
Cambodia,KHM,2020-02-13,1,1,1,
Cambodia,KHM,2020-02-14,1,1,1,
Cambodia,KHM,2020-02-15,1,1,1,
Cambodia,KHM,2020-02-16,1,1,1,
Cambodia,KHM,2020-02-17,1,1,1,
Cambodia,KHM,2020-02-18,1,1,1,
Cambodia,KHM,2020-02-19,1,1,1,
Cambodia,KHM,2020-02-20,1,1,1,
Cambodia,KHM,2020-02-21,1,1,1,
Cambodia,KHM,2020-02-22,1,1,1,
Cambodia,KHM,2020-02-23,1,1,1,
Cambodia,KHM,2020-02-24,1,1,1,
Cambodia,KHM,2020-02-25,1,1,1,
Cambodia,KHM,2020-02-26,1,1,1,
Cambodia,KHM,2020-02-27,1,1,1,
Cambodia,KHM,2020-02-28,1,1,1,
Cambodia,KHM,2020-02-29,1,1,1,
Cambodia,KHM,2020-03-01,1,1,1,
Cambodia,KHM,2020-03-02,1,1,1,
Cambodia,KHM,2020-03-03,1,1,,
Cambodia,KHM,2020-03-04,1,1,,
Cambodia,KHM,2020-03-05,1,1,,
Cambodia,KHM,2020-03-06,1,1,,
Cambodia,KHM,2020-03-07,1,1,,
Cambodia,KHM,2020-03-08,2,2,2,
Cambodia,KHM,2020-03-09,2,2,,
Cambodia,KHM,2020-03-10,2,2,,
Cambodia,KHM,2020-03-11,3,3,,
Cambodia,KHM,2020-03-12,3,3,3,
Cambodia,KHM,2020-03-13,5,5,5,
Cambodia,KHM,2020-03-14,7,7,,
Cambodia,KHM,2020-03-15,7,7,7,
Cambodia,KHM,2020-03-16,7,12,12,
Cambodia,KHM,2020-03-17,33,24,24,
Cameroon,CMR,2020-03-06,1,1,,
Cameroon,CMR,2020-03-07,1,2,1,
Cameroon,CMR,2020-03-08,2,2,,
Cameroon,CMR,2020-03-09,2,2,2,
Cameroon,CMR,2020-03-10,2,2,,
Cameroon,CMR,2020-03-11,2,2,,
Cameroon,CMR,2020-03-12,2,2,,
Cameroon,CMR,2020-03-13,2,2,,
Cameroon,CMR,2020-03-14,2,2,,
Cameroon,CMR,2020-03-15,2,3,3,
Cameroon,CMR,2020-03-16,4,3,4,
Cameroon,CMR,2020-03-17,10,5,4,
Canada,CAN,2020-01-23,2,,,
Canada,CAN,2020-01-24,3,,,
Canada,CAN,2020-01-25,3,,,
Canada,CAN,2020-01-26,3,,1,
Canada,CAN,2020-01-27,3,1,1,
Canada,CAN,2020-01-28,4,2,2,
Canada,CAN,2020-01-29,4,3,3,
Canada,CAN,2020-01-30,4,3,3,
Canada,CAN,2020-01-31,4,3,3,
Canada,CAN,2020-02-01,4,4,4,
Canada,CAN,2020-02-02,4,4,4,
Canada,CAN,2020-02-03,4,4,4,
Canada,CAN,2020-02-04,5,4,4,
Canada,CAN,2020-02-05,6,5,5,
Canada,CAN,2020-02-06,6,5,5,
Canada,CAN,2020-02-07,8,7,7,
Canada,CAN,2020-02-08,8,7,7,
Canada,CAN,2020-02-09,8,7,7,
Canada,CAN,2020-02-10,9,7,7,
Canada,CAN,2020-02-11,9,7,7,
Canada,CAN,2020-02-12,9,7,7,
